921,2013-07-30T00:00:00.000-04:00,12,PENDING_PAYMENT
20537,2013-11-29T00:00:00.000-05:00,12,PENDING_PAYMENT
24642,2013-12-25T00:00:00.000-05:00,12,PAYMENT_REVIEW
36246,2014-03-04T00:00:00.000-05:00,12,PENDING_PAYMENT
44131,2014-04-25T00:00:00.000-04:00,12,PROCESSING
45831,2014-05-05T00:00:00.000-04:00,12,PENDING_PAYMENT
58919,2013-09-07T00:00:00.000-04:00,12,ON_HOLD
59731,2013-10-10T00:00:00.000-04:00,12,CLOSED
2109,2013-08-05T00:00:00.000-04:00,13,COMPLETE
10524,2013-09-27T00:00:00.000-04:00,13,ON_HOLD
22725,2013-12-11T00:00:00.000-05:00,13,COMPLETE
27702,2014-01-12T00:00:00.000-05:00,13,PROCESSING
36217,2014-03-04T00:00:00.000-05:00,13,COMPLETE
63963,2014-03-18T00:00:00.000-04:00,13,ON_HOLD
9453,2013-09-22T00:00:00.000-04:00,14,COMPLETE
20622,2013-11-29T00:00:00.000-05:00,14,COMPLETE
21077,2013-12-01T00:00:00.000-05:00,14,CLOSED
26976,2014-01-08T00:00:00.000-05:00,14,COMPLETE
37854,2014-03-15T00:00:00.000-04:00,14,COMPLETE
39208,2014-03-23T00:00:00.000-04:00,14,ON_HOLD
58343,2013-08-17T00:00:00.000-04:00,14,PROCESSING
63552,2014-03-02T00:00:00.000-05:00,14,PENDING
66343,2014-06-15T00:00:00.000-04:00,14,PENDING_PAYMENT
3742,2013-08-15T00:00:00.000-04:00,18,COMPLETE
6912,2013-09-06T00:00:00.000-04:00,18,CLOSED
19709,2013-11-24T00:00:00.000-05:00,18,CANCELED
24295,2013-12-22T00:00:00.000-05:00,18,COMPLETE
27740,2014-01-12T00:00:00.000-05:00,18,COMPLETE
27805,2014-01-13T00:00:00.000-05:00,18,COMPLETE
49411,2014-05-29T00:00:00.000-04:00,18,COMPLETE
53932,2014-06-30T00:00:00.000-04:00,18,PENDING_PAYMENT
2299,2013-08-06T00:00:00.000-04:00,25,COMPLETE
9151,2013-09-20T00:00:00.000-04:00,25,COMPLETE
32587,2014-02-11T00:00:00.000-05:00,25,PENDING_PAYMENT
33227,2014-02-15T00:00:00.000-05:00,25,PENDING_PAYMENT
1896,2013-08-04T00:00:00.000-04:00,37,CLOSED
9545,2013-09-23T00:00:00.000-04:00,37,COMPLETE
65103,2014-05-01T00:00:00.000-04:00,37,CLOSED
8626,2013-09-17T00:00:00.000-04:00,38,PROCESSING
27562,2014-01-11T00:00:00.000-05:00,38,CLOSED
27812,2014-01-13T00:00:00.000-05:00,38,CLOSED
30415,2014-01-30T00:00:00.000-05:00,38,PROCESSING
31591,2014-02-05T00:00:00.000-05:00,38,CLOSED
54410,2014-07-03T00:00:00.000-04:00,38,PROCESSING
10983,2013-09-30T00:00:00.000-04:00,46,COMPLETE
40169,2014-03-30T00:00:00.000-04:00,46,ON_HOLD
42236,2014-04-11T00:00:00.000-04:00,46,PROCESSING
46066,2014-05-06T00:00:00.000-04:00,46,PROCESSING
53062,2014-06-24T00:00:00.000-04:00,46,COMPLETE
5794,2013-08-29T00:00:00.000-04:00,50,COMPLETE
11814,2013-10-05T00:00:00.000-04:00,50,COMPLETE
24948,2013-12-26T00:00:00.000-05:00,50,PROCESSING
41244,2014-04-04T00:00:00.000-04:00,50,PENDING
60054,2013-10-22T00:00:00.000-04:00,50,COMPLETE
6440,2013-09-03T00:00:00.000-04:00,52,PENDING
12413,2013-10-08T00:00:00.000-04:00,52,PENDING_PAYMENT
15463,2013-10-31T00:00:00.000-04:00,52,COMPLETE
38973,2014-03-22T00:00:00.000-04:00,52,PAYMENT_REVIEW
67794,2013-11-08T00:00:00.000-05:00,52,PENDING
26671,2014-01-06T00:00:00.000-05:00,56,ON_HOLD
31257,2014-02-03T00:00:00.000-05:00,56,ON_HOLD
36060,2014-03-03T00:00:00.000-05:00,56,PENDING_PAYMENT
43262,2014-04-19T00:00:00.000-04:00,56,PENDING_PAYMENT
54232,2014-07-02T00:00:00.000-04:00,56,PENDING_PAYMENT
