68884,,,COMPLETE
15192,2013-10-29T00:00:00.000-04:00,2,PENDING_PAYMENT
33865,2014-02-18T00:00:00.000-05:00,2,COMPLETE
57963,2013-08-02T00:00:00.000-04:00,2,ON_HOLD
67863,2013-11-30T00:00:00.000-05:00,2,COMPLETE
9023,2013-09-19T00:00:00.000-04:00,4,COMPLETE
9704,2013-09-24T00:00:00.000-04:00,4,COMPLETE
17253,2013-11-09T00:00:00.000-05:00,4,PENDING_PAYMENT
37878,2014-03-15T00:00:00.000-04:00,4,COMPLETE
49339,2014-05-28T00:00:00.000-04:00,4,COMPLETE
51157,2014-06-10T00:00:00.000-04:00,4,CLOSED
13705,2013-10-18T00:00:00.000-04:00,5,COMPLETE
36472,2014-03-06T00:00:00.000-05:00,5,PROCESSING
41333,2014-04-05T00:00:00.000-04:00,5,COMPLETE
45832,2014-05-05T00:00:00.000-04:00,5,PENDING_PAYMENT
45239,2014-05-01T00:00:00.000-04:00,10,COMPLETE
56133,2014-07-15T00:00:00.000-04:00,10,COMPLETE
1995,2013-08-04T00:00:00.000-04:00,22,CLOSED
5683,2013-08-29T00:00:00.000-04:00,22,PROCESSING
10479,2013-09-27T00:00:00.000-04:00,22,COMPLETE
23721,2013-12-19T00:00:00.000-05:00,22,PENDING
47800,2014-05-16T00:00:00.000-04:00,22,COMPLETE
50663,2014-06-07T00:00:00.000-04:00,22,PENDING_PAYMENT
30298,2014-01-29T00:00:00.000-05:00,28,PENDING_PAYMENT
30686,2014-01-31T00:00:00.000-05:00,28,CLOSED
41673,2014-04-08T00:00:00.000-04:00,28,COMPLETE
56885,2014-07-19T00:00:00.000-04:00,28,PENDING_PAYMENT
6517,2013-09-04T00:00:00.000-04:00,31,PENDING_PAYMENT
19966,2013-11-25T00:00:00.000-05:00,31,CLOSED
24039,2013-12-21T00:00:00.000-05:00,31,PROCESSING
28265,2014-01-15T00:00:00.000-05:00,31,SUSPECTED_FRAUD
31933,2014-02-07T00:00:00.000-05:00,31,PENDING_PAYMENT
41081,2014-04-03T00:00:00.000-04:00,31,PENDING_PAYMENT
240,2013-07-26T00:00:00.000-04:00,32,PENDING
243,2013-07-26T00:00:00.000-04:00,32,ON_HOLD
36168,2014-03-04T00:00:00.000-05:00,32,PROCESSING
38038,2014-03-16T00:00:00.000-04:00,32,CLOSED
54837,2014-07-07T00:00:00.000-04:00,32,PENDING
4423,2013-08-20T00:00:00.000-04:00,36,PROCESSING
28812,2014-01-19T00:00:00.000-05:00,36,PROCESSING
65732,2014-05-24T00:00:00.000-04:00,36,CLOSED
253,2013-07-26T00:00:00.000-04:00,45,COMPLETE
12558,2013-10-10T00:00:00.000-04:00,45,PENDING
23444,2013-12-18T00:00:00.000-05:00,45,CLOSED
41071,2014-04-03T00:00:00.000-04:00,45,COMPLETE
58714,2013-08-30T00:00:00.000-04:00,45,PENDING
62313,2014-01-16T00:00:00.000-05:00,45,PENDING_PAYMENT
15810,2013-11-03T00:00:00.000-04:00,49,SUSPECTED_FRAUD
23388,2013-12-17T00:00:00.000-05:00,49,CLOSED
34143,2014-02-19T00:00:00.000-05:00,49,PAYMENT_REVIEW
41824,2014-04-09T00:00:00.000-04:00,49,PENDING_PAYMENT
28216,2014-01-15T00:00:00.000-05:00,55,CLOSED
30923,2014-02-01T00:00:00.000-05:00,55,PENDING_PAYMENT
38848,2014-03-21T00:00:00.000-04:00,55,CLOSED
43008,2014-04-17T00:00:00.000-04:00,55,PENDING_PAYMENT
65778,2014-05-26T00:00:00.000-04:00,55,PENDING_PAYMENT
68348,2014-04-15T00:00:00.000-04:00,55,CLOSED
19977,2013-11-25T00:00:00.000-05:00,57,ON_HOLD
33056,2014-02-14T00:00:00.000-05:00,57,COMPLETE
33261,2014-02-15T00:00:00.000-05:00,57,PENDING_PAYMENT
44851,2014-04-28T00:00:00.000-04:00,57,COMPLETE
45900,2014-05-06T00:00:00.000-04:00,57,COMPLETE
66137,2014-06-09T00:00:00.000-04:00,57,PENDING_PAYMENT
117,2013-07-26T00:00:00.000-04:00,58,SUSPECTED_FRAUD
9129,2013-09-20T00:00:00.000-04:00,58,PENDING
10556,2013-09-28T00:00:00.000-04:00,58,PROCESSING
22143,2013-12-07T00:00:00.000-05:00,58,PENDING
26057,2014-01-02T00:00:00.000-05:00,58,PENDING_PAYMENT
35942,2014-03-03T00:00:00.000-05:00,58,PENDING_PAYMENT
38201,2014-03-17T00:00:00.000-04:00,58,PENDING
57390,2014-07-22T00:00:00.000-04:00,58,COMPLETE
62826,2014-02-03T00:00:00.000-05:00,58,CLOSED
29902,2014-01-26T00:00:00.000-05:00,59,COMPLETE
36114,2014-03-04T00:00:00.000-05:00,59,COMPLETE
43295,2014-04-19T00:00:00.000-04:00,59,COMPLETE
44966,2014-04-29T00:00:00.000-04:00,59,PENDING
48825,2014-05-24T00:00:00.000-04:00,59,PENDING_PAYMENT
50715,2014-06-08T00:00:00.000-04:00,59,PENDING_PAYMENT
