22945,2013-12-13T00:00:00.000-05:00,1,COMPLETE
22646,2013-12-11T00:00:00.000-05:00,3,COMPLETE
23662,2013-12-19T00:00:00.000-05:00,3,COMPLETE
35158,2014-02-26T00:00:00.000-05:00,3,COMPLETE
46399,2014-05-09T00:00:00.000-04:00,3,PROCESSING
56178,2014-07-15T00:00:00.000-04:00,3,PENDING
57617,2014-07-24T00:00:00.000-04:00,3,COMPLETE
61453,2013-12-14T00:00:00.000-05:00,3,COMPLETE
9977,2013-09-25T00:00:00.000-04:00,7,PROCESSING
26052,2014-01-02T00:00:00.000-05:00,7,PENDING_PAYMENT
26730,2014-01-06T00:00:00.000-05:00,7,ON_HOLD
28539,2014-01-17T00:00:00.000-05:00,7,PENDING_PAYMENT
35559,2014-03-01T00:00:00.000-05:00,7,PROCESSING
39456,2014-03-26T00:00:00.000-04:00,7,PROCESSING
61683,2013-12-22T00:00:00.000-05:00,7,COMPLETE
62132,2014-01-09T00:00:00.000-05:00,7,ON_HOLD
7688,2013-09-10T00:00:00.000-04:00,8,PROCESSING
8497,2013-09-16T00:00:00.000-04:00,8,CLOSED
19801,2013-11-24T00:00:00.000-05:00,8,PENDING
22297,2013-12-08T00:00:00.000-05:00,8,COMPLETE
29383,2014-01-22T00:00:00.000-05:00,8,COMPLETE
62064,2014-01-08T00:00:00.000-05:00,8,PENDING_PAYMENT
65018,2014-04-27T00:00:00.000-04:00,8,PENDING_PAYMENT
68507,2014-05-30T00:00:00.000-04:00,8,PENDING
11811,2013-10-05T00:00:00.000-04:00,11,COMPLETE
17625,2013-11-11T00:00:00.000-05:00,11,CLOSED
42837,2014-04-16T00:00:00.000-04:00,11,PENDING_PAYMENT
51781,2014-06-14T00:00:00.000-04:00,11,COMPLETE
16646,2013-11-06T00:00:00.000-05:00,21,COMPLETE
25802,2013-12-31T00:00:00.000-05:00,21,PENDING_PAYMENT
33481,2014-02-16T00:00:00.000-05:00,21,PENDING
56977,2014-07-20T00:00:00.000-04:00,21,PROCESSING
2167,2013-08-06T00:00:00.000-04:00,24,PENDING_PAYMENT
17316,2013-11-09T00:00:00.000-05:00,24,COMPLETE
27877,2014-01-13T00:00:00.000-05:00,24,SUSPECTED_FRAUD
30282,2014-01-29T00:00:00.000-05:00,24,PENDING
